year,month,day,A,B,total,weeke,holiday
2019,11,30,231100,258316,489416,6,1
2019,12,1,236230,255448,491678,7,1
2019,12,2,244136,254154,498290,1,0
2019,12,3,246976,257596,504572,2,0
2019,12,4,251043,256402,507445,3,0
2019,12,5,201209,218698,419907,4,0
2019,12,6,198516,190219,388735,5,0
2019,12,7,203643,190776,394419,6,1
2019,12,8,209947,189736,399683,7,1
2019,12,9,204750,195301,400051,1,0
2019,12,10,200127,193324,393451,2,0
2019,12,11,244794,194391,439185,3,0
2019,12,12,238883,192116,430999,4,0
2019,12,13,244546,191478,436024,5,0
2019,12,14,252786,189207,441993,6,1
2019,12,15,247722,191498,439220,7,1
2019,12,16,240091,200748,440839,1,0
2019,12,17,251525,197707,449232,2,0
2019,12,18,244572,196135,440707,3,0
2019,12,19,221832,184194,406026,4,0
2019,12,20,228673,186570,415243,5,0
2019,12,21,231711,185513,417224,6,1
2019,12,22,249343,189464,438807,7,1
2019,12,23,237238,191075,428313,1,0
2019,12,24,242690,193179,435869,2,0
2019,12,25,264010,190635,454645,3,0
2019,12,26,259944,190210,450154,4,0
2019,12,27,244216,185954,430170,5,0
2019,12,28,249444,186747,436191,6,1
2019,12,29,245358,177969,423327,7,1
2019,12,30,252214,182149,434363,1,0
2019,12,31,211444,172407,383851,2,0
2020,1,1,201576,167190,368766,3,1
2020,1,2,217964,180202,398166,4,0
2020,1,3,213737,184779,398516,5,0
2020,1,4,210564,183290,393854,6,1
2020,1,5,224609,187216,411825,7,1
2020,1,6,237299,187902,425201,1,0
2020,1,7,224347,187848,412195,2,0
2020,1,8,223753,186096,409849,3,0
2020,1,9,212422,183265,395687,4,0
2020,1,10,220567,182023,402590,5,0
2020,1,11,204930,179548,384478,6,1
2020,1,12,201727,175075,376802,7,1
2020,1,13,180645,231284,411929,1,0
2020,1,14,152609,237293,389902,2,0
2020,1,15,139963,229400,369363,3,0
2020,1,16,131639,225010,356649,4,0
2020,1,17,157099,210103,367202,5,0
2020,1,18,178857,190356,369213,6,1
2020,1,19,174081,151723,325804,7,0
2020,1,20,190038,118038,308076,1,0
2020,1,21,183032,108759,291791,2,0
2020,1,22,170199,102422,272621,3,0
2020,1,23,159436,103113,262549,4,0
2020,1,24,148471,98014,246485,5,1
2020,1,25,128428,80671,209099,6,1
2020,1,26,122780,85298,208078,7,1
2020,1,27,132324,86974,219298,1,1
2020,1,28,139883,89295,229178,2,1
2020,1,29,145048,92366,237414,3,1
2020,1,30,153453,94406,247859,4,1
2020,1,31,157349,95929,253278,5,1
2020,2,1,154642,98202,252844,6,1
2020,2,2,154944,96289,251233,7,1
2020,2,3,160108,95805,255913,1,0
2020,2,4,153720,93886,247606,2,0
2020,2,5,157328,94126,251454,3,0
2020,2,6,159838,96653,256491,4,0
2020,2,7,161980,99378,261358,5,0
2020,2,8,164436,98197,262633,6,1
2020,2,9,170080,100593,270673,7,1
2020,2,10,164636,102652,267288,1,0
2020,2,11,166183,99783,265966,2,0
2020,2,12,173657,104438,278095,3,0
2020,2,13,166927,99509,266436,4,0
2020,2,14,171503,103715,275218,5,0
2020,2,15,171728,103084,274812,6,1
2020,2,16,171644,101395,273039,7,1
2020,2,17,186831,109369,296200,1,0
2020,2,18,188179,111543,299722,2,0
2020,2,19,192702,115325,308027,3,0
2020,2,20,192074,115354,307428,4,0
2020,2,21,202960,118851,321811,5,0
2020,2,22,200573,122803,323376,6,1
2020,2,23,213203,123260,336463,7,1
2020,2,24,220580,128503,349083,1,0
2020,2,25,216751,129732,346483,2,0
2020,2,26,215812,142281,358093,3,0
2020,2,27,210423,147420,357843,4,0
2020,2,28,219899,134260,354159,5,0
2020,2,29,227682,137614,365296,6,1
2020,3,1,234840,139487,374327,7,1
2020,3,2,229342,135881,365223,1,0
2020,3,3,234137,138651,372788,2,0
2020,3,4,224050,132843,356893,3,0
2020,3,5,228802,138058,366860,4,0
2020,3,6,235111,139755,374866,5,0
2020,3,7,241850,143330,385180,6,1
2020,3,8,248776,146372,395148,7,1
2020,3,9,246771,149681,396452,1,0
2020,3,10,248404,149231,397635,2,0
2020,3,11,240302,148688,388990,3,0
2020,3,12,249764,149171,398935,4,0
2020,3,13,261906,152313,414219,5,0
2020,3,14,248398,152152,400550,6,1
2020,3,15,263113,152955,416068,7,1
2020,3,16,255359,154615,409974,1,0
2020,3,17,256546,152555,409101,2,0
2020,3,18,258546,149817,408363,3,0
2020,3,19,247545,148205,395750,4,0
2020,3,20,247512,151537,399049,5,0
2020,3,21,262857,157380,420237,6,1
2020,3,22,281706,166823,448529,7,1
2020,3,23,281554,170320,451874,1,0
2020,3,24,271529,162794,434323,2,0
2020,3,25,276805,166187,442992,3,0
2020,3,26,268233,167196,435429,4,0
2020,3,27,270638,166836,437474,5,0
2020,3,28,260754,157106,417860,6,1
2020,3,29,272566,158166,430732,7,1
2020,3,30,256827,157502,414329,1,0
2020,3,31,261483,165257,426740,2,0
2020,4,1,263254,156847,420101,3,0
2020,4,2,270336,148632,418968,4,0
2020,4,3,256878,143002,399880,5,0
2020,4,4,246903,142275,389178,6,1
2020,4,5,241818,137702,379520,7,1
2020,4,6,254330,149513,403843,1,1
2020,4,7,267123,159297,426420,2,0
2020,4,8,274438,166191,440629,3,0
2020,4,9,247065,187954,435019,4,0
2020,4,10,281934,167502,449436,5,0
2020,4,11,281268,163727,444995,6,1
2020,4,12,280879,168576,449455,7,1
2020,4,13,284374,177604,461978,1,0
2020,4,14,284472,181118,465590,2,0
2020,4,15,291079,185611,476690,3,0
2020,4,16,283523,186451,469974,4,0
2020,4,17,276293,190522,466815,5,0
2020,4,18,300602,185443,486045,6,1
2020,4,19,266007,234972,500979,7,1
2020,4,20,241463,255629,497092,1,0
2020,4,21,240104,257611,497715,2,0
2020,4,22,217384,236856,454240,3,0
2020,4,23,220433,227456,447889,4,0
2020,4,24,203753,226649,430402,5,0
2020,4,25,221897,233167,455064,6,1
2020,4,26,231283,237253,468536,7,0
2020,4,27,239769,242819,482588,1,0
2020,4,28,224142,243767,467909,2,0
2020,4,29,235814,241832,477646,3,0
2020,4,30,231663,238391,470054,4,0
2020,5,1,217655,229452,447107,5,1
2020,5,2,218705,230054,448759,6,1
2020,5,3,232876,242201,475077,7,1
2020,5,4,221636,250039,471675,1,1
2020,5,5,241695,217420,459115,2,1
2020,5,6,244647,206521,451168,3,0
2020,5,7,240396,208568,448964,4,0
2020,5,8,235882,205752,441634,5,0
2020,5,9,249084,200909,449993,6,0
2020,5,10,240008,198144,438152,7,1
2020,5,11,239963,201683,441646,1,0
2020,5,12,234230,200092,434322,2,0
2020,5,13,240902,221083,461985,3,0
2020,5,14,205710,225555,431265,4,0
2020,5,15,217760,193715,411475,5,0
2020,5,16,205897,187048,392945,6,1
2020,5,17,204601,194982,399583,7,1
2020,5,18,194685,187836,382521,1,0
2020,5,19,217903,193607,411510,2,0
2020,5,20,188389,190992,379381,3,0
2020,5,21,180193,185654,365847,4,0
2020,5,22,172338,185520,357858,5,0
2020,5,23,188788,183371,372159,6,1
2020,5,24,196438,189439,385877,7,1
2020,5,25,199646,187965,387611,1,0
2020,5,26,202457,192189,394646,2,0
2020,5,27,201307,194721,396028,3,0
2020,5,28,198171,191377,389548,4,0
2020,5,29,176992,193508,370500,5,0
2020,5,30,177146,181548,358694,6,1
2020,5,31,202233,190911,393144,7,1
2020,6,1,202991,196582,399573,1,0
2020,6,2,204235,197151,401386,2,0
2020,6,3,209869,199367,409236,3,0
2020,6,4,209585,202432,412017,4,0
2020,6,5,200712,202133,402845,5,0
2020,6,6,186587,177892,364479,6,1
2020,6,7,180893,182451,363344,7,1
2020,6,8,188707,185777,374484,1,0
2020,6,9,203308,195297,398605,2,0
2020,6,10,211456,206580,418036,3,0
2020,6,11,211142,208269,419411,4,0
2020,6,12,203885,206031,409916,5,0
2020,6,13,197450,198583,396033,6,1
2020,6,14,182801,198591,381392,7,1
2020,6,15,194892,206013,400905,1,0
2020,6,16,186888,207315,394203,2,0
2020,6,17,194801,207140,401941,3,0
2020,6,18,186428,210163,396591,4,0
2020,6,19,199791,211738,411529,5,0
2020,6,20,199579,209930,409509,6,1
2020,6,21,201951,210159,412110,7,1
2020,6,22,202312,219771,422083,1,0
2020,6,23,201415,212490,413905,2,0
2020,6,24,198835,207635,406470,3,0
2020,6,25,183772,199480,383252,4,1
2020,6,26,191513,204323,395836,5,1
2020,6,27,212325,211547,423872,6,1
2020,6,28,203126,210359,413485,7,0
2020,6,29,200922,204447,405369,1,0
2020,6,30,210337,230806,441143,2,0
2020,7,1,198674,215830,414504,3,0
2020,7,2,205916,210717,416633,4,0
2020,7,3,192318,204889,397207,5,0
2020,7,4,186708,205684,392392,6,1
2020,7,5,199208,210039,409247,7,1
2020,7,6,190197,215320,405517,1,0
2020,7,7,189098,215761,404859,2,0
2020,7,8,195295,214709,410004,3,0
2020,7,9,192213,212722,404935,4,0
2020,7,10,196304,213713,410017,5,0
2020,7,11,196195,213911,410106,6,1
2020,7,12,197372,219375,416747,7,1
2020,7,13,199718,220027,419745,1,0
2020,7,14,199530,222773,422303,2,0
2020,7,15,202856,221405,424261,3,0
2020,7,16,200321,223034,423355,4,0
2020,7,17,192359,219735,412094,5,0
2020,7,18,200446,223631,424077,6,1
2020,7,19,204743,216421,421164,7,1
2020,7,20,204179,222235,426414,1,0
2020,7,21,199733,222805,422538,2,0
2020,7,22,197099,224325,421424,3,0
2020,7,23,202201,225021,427222,4,0
2020,7,24,203230,220575,423805,5,0
2020,7,25,200040,216470,416510,6,1
2020,7,26,208773,215747,424520,7,1
2020,7,27,208115,220466,428581,1,0
2020,7,28,204975,219378,424353,2,0
2020,7,29,193082,214978,408060,3,0
2020,7,30,193888,214682,408570,4,0
2020,7,31,173087,200529,373616,5,0
2020,8,1,173399,193475,366874,6,1
2020,8,2,186961,195670,382631,7,1
2020,8,3,191600,196488,388088,1,0
2020,8,4,179998,225628,405626,2,0
2020,8,5,155432,222760,378192,3,0
2020,8,6,196492,223314,419806,4,0
2020,8,7,204052,223562,427614,5,0
2020,8,8,196239,226691,422930,6,1
2020,8,9,206938,226358,433296,7,1
2020,8,10,207167,232002,439169,1,0
2020,8,11,201998,226915,428913,2,0
2020,8,12,184172,216077,400249,3,0
2020,8,13,197271,222164,419435,4,0
2020,8,14,201055,222585,423640,5,0
2020,8,15,203746,219463,423209,6,1
2020,8,16,200506,219299,419805,7,1
2020,8,17,198860,220979,419839,1,0
2020,8,18,182261,213534,395795,2,0
2020,8,19,179512,214650,394162,3,0
2020,8,20,206543,215652,422195,4,0
2020,8,21,198728,222316,421044,5,0
2020,8,22,215644,220125,435769,6,1
2020,8,23,212701,224389,437090,7,1
2020,8,24,215681,228295,443976,1,0
2020,8,25,214493,232255,446748,2,0
2020,8,26,211368,229700,441068,3,0
2020,8,27,213639,218636,432275,4,0
2020,8,28,227099,214334,441433,5,0
2020,8,29,241457,211356,452813,6,1
2020,8,30,216678,239635,456313,7,1
2020,8,31,200349,240128,440477,1,0
2020,9,1,210891,237476,448367,2,0
2020,9,2,211247,239183,450430,3,0
2020,9,3,205569,243358,448927,4,0
2020,9,4,206879,233163,440042,5,0
2020,9,5,191597,230781,422378,6,1
2020,9,6,205613,233534,439147,7,1
2020,9,7,201625,232621,434246,1,0
2020,9,8,196430,229359,425789,2,0
2020,9,9,222302,212035,434337,3,0
2020,9,10,226077,206009,432086,4,0
2020,9,11,228617,206672,435289,5,0
2020,9,12,225407,200775,426182,6,1
2020,9,13,232674,206702,439376,7,1
2020,9,14,218724,209507,428231,1,0
2020,9,15,219937,203478,423415,2,0
2020,9,16,227320,209667,436987,3,0
2020,9,17,225435,201955,427390,4,0
2020,9,18,222523,204641,427164,5,0
2020,9,19,221765,201232,422997,6,1
2020,9,20,227781,210637,438418,7,1
2020,9,21,228275,210208,438483,1,0
2020,9,22,222545,212108,434653,2,0
2020,9,23,230968,209122,440090,3,0
2020,9,24,222057,206642,428699,4,0
2020,9,25,230177,206661,436838,5,0
2020,9,26,226825,206869,433694,6,1
2020,9,27,231447,206034,437481,7,0
2020,9,28,231251,206660,437911,1,0
2020,9,29,216609,203890,420499,2,0
2020,9,30,189387,183920,373307,3,0
2020,10,1,161750,167994,329744,4,1
2020,10,2,150756,169618,320374,5,1
2020,10,3,158003,167880,325883,6,1
2020,10,4,162837,172802,335639,7,1
2020,10,5,173348,181831,355179,1,1
2020,10,6,193880,194266,388146,2,1
2020,10,7,204892,194448,399340,3,1
2020,10,8,212999,201269,414268,4,1
2020,10,9,222535,202931,425466,5,0
2020,10,10,226034,201599,427633,6,0
2020,10,11,234002,207182,441184,7,1
2020,10,12,218651,206692,425343,1,0
2020,10,13,201327,198321,399648,2,0
2020,10,14,207615,203741,411356,3,0
2020,10,15,211059,204713,415772,4,0
2020,10,16,220291,204448,424739,5,0
2020,10,17,222321,202538,424859,6,1
2020,10,18,231949,205270,437219,7,1
2020,10,19,250200,230377,480577,1,0
2020,10,20,259757,243112,502869,2,0
2020,10,21,295390,241775,537165,3,0
2020,10,22,268377,241793,510170,4,0
2020,10,23,270054,244680,514734,5,0
2020,10,24,279706,237464,517170,6,1
2020,10,25,287030,239024,526054,7,1
2020,10,26,278036,246344,524380,1,0
2020,10,27,281198,241711,522909,2,0
2020,10,28,275598,240281,515879,3,0
2020,10,29,268544,237466,506010,4,0
2020,10,30,285484,237611,523095,5,0
2020,10,31,275130,236154,511284,6,1
